* Top 60,000 lemmas, with word forms for each lemma
* This sample data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
5	of	i	23159162	23159162	of
5	of	i	23159162	23159162	of
15	do	v	8186412	4501047	do
15	do	v	8186412	1889734	did
15	do	v	8186412	964997	does
15	do	v	8186412	461455	doing
15	do	v	8186412	356317	done
15	do	v	8186412	9657	doin
15	do	v	8186412	1655	doth
15	do	v	8186412	1548	don
25	they	p	4503650	4503650	they
35	she	p	3188078	3188077	she
45	about	i	2427703	2427703	about
55	there	e	1980173	1980173	there
65	him	p	1717209	1717209	him
75	could	v	1529795	1529795	could
85	no	a	1206112	1206112	no
95	man	n	1091176	741815	man
95	man	n	1091176	348491	men
95	man	n	1091176	870	mans
105	very	r	963552	963552	very
115	work	v	854095	356692	work
115	work	v	854095	242183	working
115	work	v	854095	154898	worked
115	work	v	854095	98090	works
115	work	v	854095	2232	wrought
125	call	v	768117	365320	called
125	call	v	768117	267297	call
125	call	v	768117	79129	calling
125	call	v	768117	56371	calls
135	in	r	726590	726590	in
145	as	r	662376	662376	as
155	help	v	606887	412389	help
155	help	v	606887	93520	helped
155	help	v	606887	56645	helping
155	help	v	606887	44333	helps
165	every	a	567233	567232	every
175	yes	u	537066	537066	yes
185	its	a	511922	511922	its
195	off	r	479459	479457	off
205	case	n	458383	332608	case
205	case	n	458383	125761	cases
205	case	n	458383	14	casei
215	money	n	437583	436987	money
215	money	n	437583	576	moneys
215	money	n	437583	20	m-o-n-e-y
225	today	r	431562	430978	today
225	today	r	431562	584	to-day
235	hold	v	413837	153835	hold
235	hold	v	413837	146205	held
235	hold	v	413837	74285	holding
235	hold	v	413837	39512	holds
245	anything	p	384508	384431	anything
245	anything	p	384508	76	any-thing
255	home	n	370758	308494	home
255	home	n	370758	62262	homes
265	percent	n	357515	357395	percent
265	percent	n	357515	91	percents
265	percent	n	357515	29	per-cent
275	kid	n	351451	244401	kids
275	kid	n	351451	107050	kid
285	long	j	345005	304483	long
285	long	j	345005	31804	longer
285	long	j	345005	8718	longest
295	service	n	332313	189557	service
295	service	n	332313	142756	services
305	however	r	326015	326015	however
315	watch	v	318772	135170	watch
315	watch	v	318772	106853	watching
315	watch	v	318772	65729	watched
315	watch	v	318772	11020	watches
325	kill	v	307305	128811	killed
325	kill	v	307305	128182	kill
325	kill	v	307305	38550	killing
325	kill	v	307305	11762	kills
335	often	r	295709	295709	often
345	news	n	289175	289175	news
355	able	j	279559	279559	able
365	five	m	270274	269427	five
365	five	m	270274	847	fives
375	buy	v	260201	143700	buy
375	buy	v	260201	69753	bought
375	buy	v	260201	40068	buying
375	buy	v	260201	6676	buys
385	door	n	252623	210094	door
385	door	n	252623	42529	doors
395	consider	v	244644	110596	consider
395	consider	v	244644	105148	considered
395	consider	v	244644	17399	considering
395	consider	v	244644	11501	considers
405	everyone	p	241313	241252	everyone
405	everyone	p	241313	61	every-one
415	process	n	235304	203892	process
415	process	n	235304	31412	processes
425	build	v	230071	92393	built
425	build	v	230071	92282	build
425	build	v	230071	37096	building
425	build	v	230071	8246	builds
425	build	v	230071	54	builded
435	college	n	224634	198523	college
435	college	n	224634	26111	colleges
445	heart	n	216345	193026	heart
445	heart	n	216345	23319	hearts
455	air	n	210307	208389	air
455	air	n	210307	1918	airs
465	wrong	j	206856	206843	wrong
465	wrong	j	206856	13	wrongest
475	security	n	201542	188561	security
475	security	n	201542	12981	securities
485	action	n	198530	137393	action
485	action	n	198530	61137	actions
495	event	n	194748	98596	events
495	event	n	194748	96152	event
505	model	n	191448	131262	model
505	model	n	191448	60186	models
515	couple	n	189272	168190	couple
515	couple	n	189272	21082	couples
525	role	n	184483	155848	role
525	role	n	184483	28635	roles
535	finally	r	181233	181233	finally
545	return	v	176787	71676	return
545	return	v	176787	65141	returned
545	return	v	176787	25191	returning
545	return	v	176787	14779	returns
555	road	n	173413	147818	road
555	road	n	173413	25595	roads
565	science	n	170488	150338	science
565	science	n	170488	20150	sciences
575	matter	n	167351	128116	matter
575	matter	n	167351	39235	matters
585	paper	n	165070	126329	paper
585	paper	n	165070	38741	papers
595	media	n	162177	161989	media
595	media	n	162177	188	medias
605	look	n	160145	144218	look
605	look	n	160145	12535	looks
605	look	n	160145	3392	lookin
615	director	n	158028	139456	director
615	director	n	158028	18572	directors
625	fight	v	154643	70030	fight
625	fight	v	154643	49897	fighting
625	fight	v	154643	30224	fought
625	fight	v	154643	4492	fights
635	throw	v	152388	55237	throw
635	throw	v	152388	34126	threw
635	throw	v	152388	26736	throwing
635	throw	v	152388	25707	thrown
635	throw	v	152388	10459	throws
635	throw	v	152388	123	throwed
645	oil	n	150410	145400	oil
645	oil	n	150410	5010	oils
655	whose	d	147491	147491	whose
665	forget	v	145557	86958	forget
665	forget	v	145557	25696	forgot
665	forget	v	145557	23779	forgotten
665	forget	v	145557	6822	forgetting
665	forget	v	145557	2302	forgets
675	condition	n	143732	85754	conditions
675	condition	n	143732	57978	condition
685	series	n	140231	140169	series
685	series	n	140231	62	serie
695	bank	n	138673	91310	bank
695	bank	n	138673	47363	banks
705	blood	n	137579	136845	blood
705	blood	n	137579	734	bloods
715	response	n	135942	96431	response
715	response	n	135942	39511	responses
725	earth	n	134202	133301	earth
725	earth	n	134202	901	earths
735	simple	j	132004	120667	simple
735	simple	j	132004	6848	simpler
735	simple	j	132004	4489	simplest
745	common	j	130294	129980	common
745	common	j	130294	231	commonest
745	common	j	130294	83	commoner
755	hot	j	128310	118207	hot
755	hot	j	128310	6351	hottest
755	hot	j	128310	3752	hotter
765	performance	n	127318	111663	performance
765	performance	n	127318	15655	performances
775	example	n	125442	85246	example
775	example	n	125442	40196	examples
785	agency	n	123524	80553	agency
785	agency	n	123524	42971	agencies
795	serious	j	122251	122251	serious
805	identify	v	120690	51134	identified
805	identify	v	120690	49051	identify
805	identify	v	120690	14576	identifying
805	identify	v	120690	5929	identifies
815	worry	v	119256	80677	worry
815	worry	v	119256	30596	worried
815	worry	v	119256	4536	worries
815	worry	v	119256	3447	worrying
825	treatment	n	116893	100609	treatment
825	treatment	n	116893	16284	treatments
835	answer	v	115956	65746	answer
835	answer	v	115956	33237	answered
835	answer	v	115956	8663	answering
835	answer	v	115956	8310	answers
845	TV	n	114859	114808	tv
845	TV	n	114859	867	t.v.
845	TV	n	114859	51	t.v
855	degree	n	113046	73314	degree
855	degree	n	113046	39732	degrees
865	present	v	111731	53101	presented
865	present	v	111731	30677	present
865	present	v	111731	18402	presents
865	present	v	111731	9551	presenting
875	design	n	111026	93062	design
875	design	n	111026	17963	designs
885	district	n	109941	89915	district
885	district	n	109941	20026	districts
895	fan	n	107631	66402	fans
895	fan	n	107631	41229	fan
905	clearly	r	105965	105965	clearly
915	indicate	v	105304	36021	indicated
915	indicate	v	105304	33610	indicate
915	indicate	v	105304	22123	indicates
915	indicate	v	105304	13550	indicating
925	particularly	r	104018	104018	particularly
935	union	n	102805	83291	union
935	union	n	102805	19514	unions
945	employee	n	101818	71520	employees
945	employee	n	101818	30238	employee
945	employee	n	101818	60	employes
955	hate	v	100757	67811	hate
955	hate	v	100757	19582	hated
955	hate	v	100757	10009	hates
955	hate	v	100757	3355	hating
965	camera	n	99855	74259	camera
965	camera	n	99855	25596	cameras
975	nobody	p	99029	99029	nobody
985	design	v	97967	77574	designed
985	design	v	97967	11734	design
985	design	v	97967	8659	designing
995	public	n	97031	96317	public
995	public	n	97031	714	publics
1005	green	j	95937	93897	green
1005	green	j	95937	1698	greener
1005	green	j	95937	338	greenest
1015	debate	n	95244	78786	debate
1015	debate	n	95244	16456	debates
1025	trade	n	94509	87705	trade
1025	trade	n	94509	6804	trades
1035	deep	j	93753	73000	deep
1035	deep	j	93753	14671	deeper
1035	deep	j	93753	6082	deepest
1045	particular	j	92775	92775	particular
1055	study	v	92101	32189	studied
1055	study	v	92101	30021	study
1055	study	v	92101	27015	studying
1055	study	v	92101	2876	studies
1065	popular	j	91435	91435	popular
1075	maintain	v	90737	45615	maintain
1075	maintain	v	90737	18227	maintained
1075	maintain	v	90737	17625	maintaining
1075	maintain	v	90737	9270	maintains
1085	therefore	r	89981	89981	therefore
1095	far	j	89074	51866	further
1095	far	j	89074	31793	far
1095	far	j	89074	3295	farther
1095	far	j	89074	1328	farthest
1095	far	j	89074	792	furthest
1105	expert	n	88134	51473	experts
1105	expert	n	88134	36661	expert
1115	march	n	87215	85654	march
1115	march	n	87215	1555	marches
1115	march	n	87215	6	marching
1125	okay	j	86529	86529	okay
1135	down	i	85515	85515	down
1145	unit	n	84518	51327	unit
1145	unit	n	84518	33191	units
1155	Senate	n	83931	83832	senate
1155	Senate	n	83931	99	senates
1165	score	n	82738	46499	scores
1165	score	n	82738	36239	score
1175	worth	i	82178	82178	worth
1185	participant	n	81371	68221	participants
1185	participant	n	81371	13150	participant
1195	surface	n	80819	72230	surface
1195	surface	n	80819	8589	surfaces
1205	chair	n	80186	61895	chair
1205	chair	n	80186	18291	chairs
1215	content	n	79496	66592	content
1215	content	n	79496	12904	contents
1225	run	n	78645	63047	run
1225	run	n	78645	15598	runs
1235	soldier	n	78276	53398	soldiers
1235	soldier	n	78276	24663	soldier
1235	soldier	n	78276	166	solider
1235	soldier	n	78276	49	soliders
1245	future	j	77663	77663	future
1255	agreement	n	76793	63444	agreement
1255	agreement	n	76793	13349	agreements
1265	league	n	76178	69493	league
1265	league	n	76178	6685	leagues
1275	attend	v	75448	30717	attend
1275	attend	v	75448	25281	attended
1275	attend	v	75448	16678	attending
1275	attend	v	75448	2772	attends
1285	strike	v	74378	35692	struck
1285	strike	v	74378	19234	strike
1285	strike	v	74378	10761	strikes
1285	strike	v	74378	8691	striking
1295	crisis	n	73691	67228	crisis
1295	crisis	n	73691	6463	crises
1305	encourage	v	73251	34658	encourage
1305	encourage	v	73251	24739	encouraged
1305	encourage	v	73251	9046	encourages
1305	encourage	v	73251	4807	encouraging
1315	understanding	n	72651	69693	understanding
1315	understanding	n	72651	2944	understandings
1315	understanding	n	72651	14	under-standing
1325	path	n	72335	60385	path
1325	path	n	72335	11950	paths
1335	complete	v	71752	35289	completed
1335	complete	v	71752	25853	complete
1335	complete	v	71752	8547	completing
1335	complete	v	71752	2063	completes
1345	definitely	r	70982	70982	definitely
1355	thousand	n	70404	42395	thousands
1355	thousand	n	70404	28009	thousand
1365	jump	v	69861	28776	jump
1365	jump	v	69861	24222	jumped
1365	jump	v	69861	10382	jumping
1365	jump	v	69861	6481	jumps
1375	possibility	n	69316	50813	possibility
1375	possibility	n	69316	18503	possibilities
1385	basis	n	68758	68758	basis
1395	survey	n	68301	54960	survey
1395	survey	n	68301	13341	surveys
1405	commit	v	67792	38100	committed
1405	commit	v	67792	19832	commit
1405	commit	v	67792	7320	committing
1405	commit	v	67792	2193	commits
1405	commit	v	67792	225	commited
1405	commit	v	67792	122	commiting
1415	stupid	j	67597	66660	stupid
1415	stupid	j	67597	937	stupidest
1425	responsible	j	67329	67329	responsible
1435	learning	n	66879	66635	learning
1435	learning	n	66879	244	learnings
1445	variety	n	66555	57486	variety
1445	variety	n	66555	9069	varieties
1455	currently	r	66051	66051	currently
1465	intelligence	n	65687	64880	intelligence
1465	intelligence	n	65687	807	intelligences
1475	start	n	65218	63739	start
1475	start	n	65218	1479	starts
1485	distance	n	64404	57649	distance
1485	distance	n	64404	6755	distances
1495	favorite	j	63804	63804	favorite
1505	speed	n	63502	56887	speed
1505	speed	n	63502	6613	speeds
1515	facility	n	63117	32016	facility
1515	facility	n	63117	31101	facilities
1525	Institute	n	62451	57818	institute
1525	Institute	n	62451	4631	institutes
1535	measure	v	61601	24734	measured
1535	measure	v	61601	21085	measure
1535	measure	v	61601	10857	measuring
1535	measure	v	61601	4925	measures
1545	view	v	61111	25761	view
1545	view	v	61111	24570	viewed
1545	view	v	61111	7124	viewing
1545	view	v	61111	3656	views
1555	ticket	n	60721	31204	ticket
1555	ticket	n	60721	29517	tickets
1565	shape	n	60252	47375	shape
1565	shape	n	60252	12877	shapes
1575	lead	n	59773	54722	lead
1575	lead	n	59773	5051	leads
1585	temperature	n	59493	41085	temperature
1585	temperature	n	59493	18408	temperatures
1595	wave	n	59169	33828	wave
1595	wave	n	59169	25341	waves
1605	bus	n	58707	49238	bus
1605	bus	n	58707	9217	buses
1605	bus	n	58707	252	busses
1615	egg	n	58198	32244	eggs
1615	egg	n	58198	25950	egg
1625	average	n	57985	44866	average
1625	average	n	57985	8862	ave
1625	average	n	57985	4257	averages
1635	African	j	57497	57497	african
1645	medicine	n	56814	50777	medicine
1645	medicine	n	56814	6037	medicines
1655	ah	u	56374	56374	ah
1665	cash	n	55856	55828	cash
1665	cash	n	55856	28	cashes
1675	suit	n	55200	42783	suit
1675	suit	n	55200	12417	suits
1685	consequence	n	54883	40611	consequences
1685	consequence	n	54883	14272	consequence
1695	reference	n	54390	36661	reference
1695	reference	n	54390	17729	references
1705	tour	n	54157	43524	tour
1705	tour	n	54157	10633	tours
1715	train	v	53865	26760	trained
1715	train	v	53865	16131	train
1715	train	v	53865	8124	training
1715	train	v	53865	2850	trains
1725	confirm	v	53256	27521	confirmed
1725	confirm	v	53256	16368	confirm
1725	confirm	v	53256	5509	confirms
1725	confirm	v	53256	3858	confirming
1735	Supreme	j	52933	52933	supreme
1745	expand	v	52529	24657	expand
1745	expand	v	52529	13610	expanded
1745	expand	v	52529	10592	expanding
1745	expand	v	52529	3670	expands
1755	terrible	j	52179	52156	terrible
1755	terrible	j	52179	23	terribles
1765	last	v	51774	31493	last
1765	last	v	51774	11681	lasted
1765	last	v	51774	5656	lasts
1765	last	v	51774	2944	lasting
1775	mayor	n	51481	48632	mayor
1775	mayor	n	51481	2849	mayors
1785	fucking	j	51076	49120	fucking
1785	fucking	j	51076	1956	fuckin
1795	secret	n	50730	31336	secret
1795	secret	n	50730	19394	secrets
1805	solve	v	50437	29927	solve
1805	solve	v	50437	11307	solved
1805	solve	v	50437	7553	solving
1805	solve	v	50437	1650	solves
1815	beer	n	50024	43713	beer
1815	beer	n	50024	6311	beers
1825	theme	n	49821	32951	theme
1825	theme	n	49821	16870	themes
1835	useful	j	49468	49468	useful
1845	chairman	n	49123	48145	chairman
1845	chairman	n	49123	970	chairmen
1845	chairman	n	49123	8	chairmans
1855	limit	n	48738	27604	limits
1855	limit	n	48738	21134	limit
1865	copy	n	48365	29822	copy
1865	copy	n	48365	18543	copies
1875	sleep	n	48020	48016	sleep
1885	ocean	n	47773	40977	ocean
1885	ocean	n	47773	6796	oceans
1895	organize	v	47499	23744	organized
1895	organize	v	47499	12267	organize
1895	organize	v	47499	8827	organizing
1895	organize	v	47499	1273	organizes
1895	organize	v	47499	660	organised
1895	organize	v	47499	421	organise
1895	organize	v	47499	270	organising
1895	organize	v	47499	37	organises
1905	cloud	n	47140	26440	cloud
1905	cloud	n	47140	20700	clouds
1915	regarding	i	46854	46854	regarding
1925	yours	p	46632	46632	yours
1935	stress	n	46396	43397	stress
1935	stress	n	46396	2999	stresses
1945	suppose	v	46217	40489	suppose
1945	suppose	v	46217	4839	supposed
1945	suppose	v	46217	660	supposes
1945	suppose	v	46217	229	supposing
1955	commitment	n	45809	38272	commitment
1955	commitment	n	45809	7537	commitments
1965	capacity	n	45515	41831	capacity
1965	capacity	n	45515	3684	capacities
1975	jury	n	45342	42838	jury
1975	jury	n	45342	2504	juries
1985	surgery	n	45042	41664	surgery
1985	surgery	n	45042	3378	surgeries
1995	pleasure	n	44800	40293	pleasure
1995	pleasure	n	44800	4504	pleasures
2005	knock	v	44485	18254	knocked
2005	knock	v	44485	16696	knock
2005	knock	v	44485	8183	knocking
2005	knock	v	44485	1352	knocks
2015	rare	j	44243	42467	rare
2015	rare	j	44243	943	rarer
2015	rare	j	44243	833	rarest
2025	leaf	n	43674	30486	leaves
2025	leaf	n	43674	12523	leaf
2025	leaf	n	43674	665	leafs
2035	long-term	j	43471	42767	long-term
2035	long-term	j	43471	704	longterm
2045	comment	v	43256	25101	comment
2045	comment	v	43256	9284	commented
2045	comment	v	43256	5901	commenting
2045	comment	v	43256	2970	comments
2055	lock	v	43093	26758	locked
2055	lock	v	43093	11233	lock
2055	lock	v	43093	3651	locking
2055	lock	v	43093	1451	locks
2065	forth	r	42832	42832	forth
2075	trail	n	42439	34198	trail
2075	trail	n	42439	8241	trails
2085	motion	n	42232	35877	motion
2085	motion	n	42232	6355	motions
2095	proper	j	41810	41810	proper
2105	contact	v	41609	28069	contact
2105	contact	v	41609	10656	contacted
2105	contact	v	41609	2883	contacting
2115	thick	j	41420	37134	thick
2115	thick	j	41420	3466	thicker
2115	thick	j	41420	820	thickest
2125	signal	n	41085	26126	signal
2125	signal	n	41085	14959	signals
2135	mean	j	40927	39533	mean
2135	mean	j	40927	697	meaner
2135	mean	j	40927	697	meanest
2145	typical	j	40785	40785	typical
2155	rating	n	40458	21622	ratings
2155	rating	n	40458	18836	rating
2165	suspect	v	40173	23592	suspect
2165	suspect	v	40173	12422	suspected
2165	suspect	v	40173	3354	suspects
2165	suspect	v	40173	805	suspecting
2175	existing	j	39974	39974	existing
2185	potential	n	39779	38621	potential
2185	potential	n	39779	1158	potentials
2195	asset	n	39563	27653	assets
2195	asset	n	39563	11910	asset
2205	breathe	v	39322	20262	breathe
2205	breathe	v	39322	12165	breathing
2205	breathe	v	39322	5095	breathed
2205	breathe	v	39322	1800	breathes
2215	literally	r	39094	39094	literally
2225	disaster	n	38801	31795	disaster
2225	disaster	n	38801	7006	disasters
2235	silence	n	38552	38030	silence
2235	silence	n	38552	522	silences
2245	angel	n	38155	21761	angel
2245	angel	n	38155	16390	angels
2255	date	v	37929	17559	dating
2255	date	v	37929	8551	dated
2255	date	v	37929	6034	date
2255	date	v	37929	5785	dates
2265	whole	n	37840	37581	whole
2265	whole	n	37840	259	wholes
2275	fat	j	37455	36339	fat
2275	fat	j	37455	751	fatter
2275	fat	j	37455	365	fattest
2285	whenever	r	37287	37287	whenever
2295	benefit	v	37025	27711	benefit
2295	benefit	v	37025	5683	benefited
2295	benefit	v	37025	2178	benefiting
2295	benefit	v	37025	956	benefitted
2295	benefit	v	37025	431	benefitting
2295	benefit	v	37025	66	benefits
2305	touch	n	36766	32976	touch
2305	touch	n	36766	3790	touches
2315	column	n	36526	26745	column
2315	column	n	36526	9781	columns
2325	unable	j	36300	36300	unable
2335	symptom	n	36021	30939	symptoms
2335	symptom	n	36021	5082	symptom
2345	philosophy	n	35824	33207	philosophy
2345	philosophy	n	35824	2617	philosophies
2355	spiritual	j	35599	35599	spiritual
2365	round	n	35407	23178	round
2365	round	n	35407	12229	rounds
2375	watch	n	35203	31684	watch
2375	watch	n	35203	3519	watches
2385	layer	n	34911	20075	layer
2385	layer	n	34911	14836	layers
2395	vice	j	34652	34652	vice
2405	passenger	n	34335	18870	passengers
2405	passenger	n	34335	15465	passenger
2415	emphasize	v	34190	11506	emphasize
2415	emphasize	v	34190	10429	emphasized
2415	emphasize	v	34190	6294	emphasizes
2415	emphasize	v	34190	5085	emphasizing
2415	emphasize	v	34190	325	emphasise
2415	emphasize	v	34190	265	emphasised
2415	emphasize	v	34190	178	emphasises
2415	emphasize	v	34190	108	emphasising
2425	habit	n	33933	17344	habit
2425	habit	n	33933	16589	habits
2435	surely	r	33758	33758	surely
2445	interview	v	33551	17895	interviewed
2445	interview	v	33551	8877	interviewing
2445	interview	v	33551	6779	interview
2455	match	n	33368	26150	match
2455	match	n	33368	7218	matches
2465	reduction	n	33167	26110	reduction
2465	reduction	n	33167	7057	reductions
2475	teaspoon	n	33027	15787	teaspoon
2475	teaspoon	n	33027	12433	tsp
2475	teaspoon	n	33027	4739	teaspoons
2475	teaspoon	n	33027	68	tsps
2485	employment	n	32957	32855	employment
2485	employment	n	32957	102	employments
2495	abandon	v	32838	17919	abandoned
2495	abandon	v	32838	10184	abandon
2495	abandon	v	32838	3926	abandoning
2495	abandon	v	32838	809	abandons
2505	trade	v	32679	12535	trade
2505	trade	v	32679	11535	traded
2505	trade	v	32679	8601	trading
2505	trade	v	32679	8	trades
2515	black	n	32406	26225	blacks
2515	black	n	32406	6181	black
2525	leading	j	32280	32280	leading
2535	festival	n	32159	28122	festival
2535	festival	n	32159	4037	festivals
2545	strongly	r	31943	31943	strongly
2555	doubt	v	31736	24851	doubt
2555	doubt	v	31736	4190	doubted
2555	doubt	v	31736	1423	doubts
2555	doubt	v	31736	1272	doubting
2565	submit	v	31515	14630	submit
2565	submit	v	31515	13188	submitted
2565	submit	v	31515	2957	submitting
2565	submit	v	31515	740	submits
2575	origin	n	31342	19553	origin
2575	origin	n	31342	11789	origins
2585	innocent	j	31192	31192	innocent
2595	strike	n	31051	21180	strike
2595	strike	n	31051	9871	strikes
2605	light	v	30928	14472	lit
2605	light	v	30928	11555	light
2605	light	v	30928	2719	lighting
2605	light	v	30928	1248	lights
2605	light	v	30928	934	lighted
2615	bend	v	30768	15782	bent
2615	bend	v	30768	8235	bend
2615	bend	v	30768	4515	bending
2615	bend	v	30768	2220	bends
2615	bend	v	30768	16	bended
2625	peak	n	30595	22828	peak
2625	peak	n	30595	7760	peaks
2625	peak	n	30595	7	peaking
2635	dust	n	30376	30239	dust
2635	dust	n	30376	137	dusts
2645	juice	n	30156	26372	juice
2645	juice	n	30156	3452	juices
2645	juice	n	30156	332	juiced
2655	mess	n	29961	29038	mess
2655	mess	n	29961	923	messes
2665	graduate	v	29793	13187	graduated
2665	graduate	v	29793	10771	graduate
2665	graduate	v	29793	5832	graduating
2675	carbon	n	29639	29502	carbon
2675	carbon	n	29639	137	carbons
2685	toss	v	29527	12208	tossed
2685	toss	v	29527	10371	toss
2685	toss	v	29527	4633	tossing
2685	toss	v	29527	2315	tosses
2695	Navy	n	29450	29073	navy
2695	Navy	n	29450	377	navies
2705	desert	n	29353	27237	desert
2705	desert	n	29353	2115	deserts
2715	pack	n	29197	22171	pack
2715	pack	n	29197	7026	packs
2725	clock	n	29112	25637	clock
2725	clock	n	29112	3475	clocks
2735	wolf	n	29042	19554	wolf
2735	wolf	n	29042	9405	wolves
2735	wolf	n	29042	83	wolfs
2745	narrative	n	28928	21559	narrative
2745	narrative	n	28928	7369	narratives
2755	Rep	n	28848	23929	rep
2755	Rep	n	28848	4919	reps
2765	besides	r	28711	28711	besides
2775	testing	n	28626	28561	testing
2775	testing	n	28626	65	testings
2785	hmm	u	28510	28510	hmm
2795	rose	n	28398	19553	rose
2795	rose	n	28398	8845	roses
2805	nowhere	r	28292	28292	nowhere
2815	crucial	j	28219	28219	crucial
2825	constitutional	j	28065	28065	constitutional
2835	crop	n	27946	14224	crops
2835	crop	n	27946	13722	crop
2845	historic	j	27799	27799	historic
2855	emphasis	n	27699	27167	emphasis
2855	emphasis	n	27699	532	emphases
2865	champion	n	27593	19874	champion
2865	champion	n	27593	7719	champions
2875	access	v	27476	15928	access
2875	access	v	27476	8467	accessed
2875	access	v	27476	2634	accessing
2875	access	v	27476	447	accesses
2885	react	v	27322	14927	react
2885	react	v	27322	5228	reacted
2885	react	v	27322	4326	reacting
2885	react	v	27322	2841	reacts
2895	sheriff	n	27193	25977	sheriff
2895	sheriff	n	27193	1216	sheriffs
2905	interpret	v	27068	10641	interpreted
2905	interpret	v	27068	10476	interpret
2905	interpret	v	27068	4569	interpreting
2905	interpret	v	27068	1382	interprets
2915	framework	n	26926	24177	framework
2915	framework	n	26926	2721	frameworks
2915	framework	n	26926	28	frame-work
2925	free	v	26787	15717	free
2925	free	v	26787	7136	freed
2925	free	v	26787	2650	freeing
2925	free	v	26787	1284	frees
2935	neither	d	26586	26586	neither
2945	substantial	j	26521	26521	substantial
2955	biological	j	26435	26435	biological
2965	encounter	v	26259	12855	encountered
2965	encounter	v	26259	9037	encounter
2965	encounter	v	26259	2371	encounters
2965	encounter	v	26259	1996	encountering
2975	preparation	n	26152	21231	preparation
2975	preparation	n	26152	4921	preparations
2985	fighter	n	26014	13197	fighters
2985	fighter	n	26014	12817	fighter
2995	wisdom	n	25925	25826	wisdom
2995	wisdom	n	25925	99	wisdoms
3005	since	r	25781	25781	since
3015	tube	n	25647	17185	tube
3015	tube	n	25647	8462	tubes
3025	Creek	n	25595	23922	creek
3025	Creek	n	25595	1673	creeks
3035	fraud	n	25518	24563	fraud
3035	fraud	n	25518	955	frauds
3045	flat	j	25427	24674	flat
3045	flat	j	25427	657	flatter
3045	flat	j	25427	96	flattest
3055	Islam	n	25282	25282	islam
3065	Plus	n	25166	24616	plus
3065	Plus	n	25166	550	pluses
3075	bye	u	25081	25081	bye
3085	rapidly	r	24922	24922	rapidly
3095	asleep	j	24848	24848	asleep
3105	guideline	n	24752	22535	guidelines
3105	guideline	n	24752	2217	guideline
3115	tournament	n	24576	20975	tournament
3115	tournament	n	24576	3601	tournaments
3125	risk	v	24524	16860	risk
3125	risk	v	24524	3444	risking
3125	risk	v	24524	2905	risked
3125	risk	v	24524	1315	risks
3135	beat	n	24421	20367	beat
3135	beat	n	24421	4054	beats
3145	observer	n	24293	13781	observers
3145	observer	n	24293	10512	observer
3155	loose	j	24139	24139	loose
3165	specialist	n	24031	14077	specialist
3165	specialist	n	24031	9954	specialists
3175	flow	v	23932	7421	flowing
3175	flow	v	23932	6231	flow
3175	flow	v	23932	6169	flows
3175	flow	v	23932	4111	flowed
3185	consumption	n	23864	23836	consumption
3185	consumption	n	23864	28	consumptions
3195	bake	v	23686	12780	bake
3195	bake	v	23686	6860	baking
3195	bake	v	23686	3543	baked
3195	bake	v	23686	503	bakes
3205	correct	v	23582	12574	correct
3205	correct	v	23582	7517	corrected
3205	correct	v	23582	2656	correcting
3205	correct	v	23582	835	corrects
3215	ooh	u	23498	23498	ooh
3225	horror	n	23430	19584	horror
3225	horror	n	23430	3846	horrors
3235	bless	v	23307	13619	bless
3235	bless	v	23307	8211	blessed
3235	bless	v	23307	1051	blessing
3235	bless	v	23307	426	blesses
3245	preference	n	23230	12516	preference
3245	preference	n	23230	10714	preferences
3255	cooperation	n	23135	22168	cooperation
3255	cooperation	n	23135	929	co-operation
3255	cooperation	n	23135	32	cooperations
3255	cooperation	n	23135	6	co-operations
3265	paint	n	23029	21107	paint
3265	paint	n	23029	1921	paints
3275	assignment	n	22955	14379	assignment
3275	assignment	n	22955	8576	assignments
3285	blue	n	22857	15626	blues
3285	blue	n	22857	7231	blue
3295	Latin	j	22755	22755	latin
3305	privilege	n	22671	16062	privilege
3305	privilege	n	22671	6609	privileges
3315	stress	v	22587	10423	stressed
3315	stress	v	22587	6530	stress
3315	stress	v	22587	2993	stresses
3315	stress	v	22587	2641	stressing
3325	wish	n	22423	14128	wish
3325	wish	n	22423	8295	wishes
3335	painful	j	22292	22292	painful
3345	physically	r	22212	22212	physically
3355	successfully	r	22130	22130	successfully
3365	happiness	n	22053	22037	happiness
3365	happiness	n	22053	16	happinesses
3375	explosion	n	21954	17022	explosion
3375	explosion	n	21954	4932	explosions
3385	shelf	n	21854	12159	shelf
3385	shelf	n	21854	9695	shelves
3395	oven	n	21721	20180	oven
3395	oven	n	21721	1541	ovens
3405	document	v	21648	10709	documented
3405	document	v	21648	5486	document
3405	document	v	21648	3281	documenting
3405	document	v	21648	2172	documents
3415	cheat	v	21523	9137	cheating
3415	cheat	v	21523	6518	cheat
3415	cheat	v	21523	5142	cheated
3415	cheat	v	21523	726	cheats
3425	regulate	v	21437	9254	regulate
3425	regulate	v	21437	6038	regulated
